"STATE","COUNTY","SUMLEV","NAME","CENSUS2020","POPESTIMATE042020","HUBasedPop042020","Error","PctError","AbsPctError","Error_HUBasedPop","PctError_HUBasedPop","AbsPctError_HUBasedPop"
"02","198","050","Prince of Wales-Hyder Census Area",5753,6158,6352,405,7.03980531896402,7.03980531896402,599,10.4119589779246,10.4119589779246
"02","220","050","Sitka City and Borough",8458,8413,9225,-45,-0.532040671553559,0.532040671553559,767,9.06833766847955,9.06833766847955
"02","230","050","Skagway Municipality",1240,1173,1111,-67,-5.40322580645161,5.40322580645161,-129,-10.4032258064516,10.4032258064516
"02","240","050","Southeast Fairbanks Census Area",6808,6906,7009,98,1.43948296122209,1.43948296122209,201,2.9524089306698,2.9524089306698
"02","275","050","Wrangell City and Borough",2127,2498,2442,371,17.4424071462153,17.4424071462153,315,14.8095909732017,14.8095909732017
"02","282","050","Yakutat City and Borough",662,609,699,-53,-8.00604229607251,8.00604229607251,37,5.58912386706949,5.58912386706949
"02","290","050","Yukon-Koyukuk Census Area",5343,5116,5644,-227,-4.24854950402396,4.24854950402396,301,5.63353921018155,5.63353921018155
"04","001","050","Apache County",66021,71929,72770,5908,8.94866784810893,8.94866784810893,6749,10.2225049605429,10.2225049605429
"04","003","050","Cochise County",125447,127515,137686,2068,1.64850494631199,1.64850494631199,12239,9.75631143032516,9.75631143032516
"04","005","050","Coconino County",145101,142929,144664,-2172,-1.49688837430479,1.49688837430479,-437,-0.301169530189316,0.301169530189316
"04","007","050","Gila County",53272,54299,55718,1027,1.92784201832107,1.92784201832107,2446,4.59153025979877,4.59153025979877
"04","009","050","Graham County",38533,39140,39876,607,1.57527314250123,1.57527314250123,1343,3.48532426751096,3.48532426751096
"04","011","050","Greenlee County",9563,9363,8658,-200,-2.09139391404371,2.09139391404371,-905,-9.46355746104779,9.46355746104779
"04","012","050","La Paz County",16557,21444,20900,4887,29.516216705925,29.516216705925,4343,26.2305973304343,26.2305973304343
"04","013","050","Maricopa County",4420568,4560260,4216035,139692,3.16004640127694,3.16004640127694,-204533,-4.6268488574319,4.6268488574319
"04","015","050","Mohave County",213267,216539,211708,3272,1.53422704872296,1.53422704872296,-1559,-0.731008547970385,0.731008547970385
"04","017","050","Navajo County",106717,111886,111073,5169,4.84365190175886,4.84365190175886,4356,4.08182388935221,4.08182388935221
"04","019","050","Pima County",1043433,1059005,1043943,15572,1.49238139870984,1.49238139870984,510,0.0488771200450819,0.0488771200450819
"04","021","050","Pinal County",425264,476349,437393,51085,12.012538093984,12.012538093984,12129,2.85211068888972,2.85211068888972
"04","023","050","Santa Cruz County",47669,46824,48934,-845,-1.77264050011538,1.77264050011538,1265,2.65371625165202,2.65371625165202
"04","025","050","Yavapai County",236209,239344,233245,3135,1.3272144583822,1.3272144583822,-2964,-1.25482094247044,1.25482094247044
"04","027","050","Yuma County",203881,217074,213035,13193,6.47093157282925,6.47093157282925,9154,4.48987399512461,4.48987399512461
"05","001","050","Arkansas County",17149,17436,19168,287,1.67356697183509,1.67356697183509,2019,11.7732812408887,11.7732812408887
"05","003","050","Ashley County",19062,19479,21959,417,2.18759836323576,2.18759836323576,2897,15.1977756793621,15.1977756793621
"05","005","050","Baxter County",41627,42249,42368,622,1.49422249981983,1.49422249981983,741,1.7800946501069,1.7800946501069
"05","007","050","Benton County",284333,286700,273532,2367,0.832474598446188,0.832474598446188,-10801,-3.79871488712179,3.79871488712179
"05","009","050","Boone County",37373,37669,37444,296,0.792015626254248,0.792015626254248,71,0.189976721162336,0.189976721162336
